Sample	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
PWY-6151: S-adenosyl-L-methionine salvage I|g__Senegalimassilia.s__Senegalimassilia_anaerobia	0	0	0	0	2.13884	0	0	0	0	0	0	0	0.869991	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0.280499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0.347815	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0.597758	0	0	0	0	0	0	0	0	0.0744513	0.619798
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	6.68591	3.58397	0	0	0	0	0	0.697245	0.417053	0	0	3.92338	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	4.57753	2.33623	0	0	0.0966239	0	0	0.592595	0.436629	0	0.167559	3.24454	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0.642204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_thermophilus	0	7.17619	0	0	0	5.16295	7.67916	2.39464	8.06155	0.889202	0	0	0	0	0	0	0	0.338716	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_vestibularis	0	16.9493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	101.098	200.938	104.981	67.6813	85.9669	73.7751	85.8368	130.829	159.417	145.766	69.5734	86.6122	133.894	120.684	97.2107	99.6535	170.049	74.1519	156.608	295.763	113.553	118.191
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	0	46.0562	4.34404	40.5274	0	27.0024	8.95054	21.3667	0	0	0	70.5271	4.28727	51.6255	0	0	95.2815	29.4351	13.1827	173.848	0	0
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	36.4364	3.77903	30.2803	0	22.122	0	0	0	0	0	20.8833	0	0	0	0	35.4047	0	0	0	0	0
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	1.29485	0	0	0	0	0	0	0	0	0	0
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)|unclassified	0	0	0	0.943159	0	0	8.85588	20.5136	0	0	0	0	4.27785	50.9994	0	0	0.736308	26.3774	11.6739	167.362	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	426.205	412.739	443.467	340.804	559.156	401.398	420.841	429.947	472.682	489.078	348.205	526.827	431.733	397.991	519.786	537.269	483.562	369.723	375.938	513.489	569.249	607.95
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	1.04421	0.254614	0	0	0	0	0	0	0	0.334427	0.282867
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	1.37117	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	13.834	0.897573	2.14358	0	6.20802	0	14.5979	1.40683	0	31.1909	5.88811	16.712	0	0	6.66264	5.12943	2.47943
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	3.1077	0.477257	0.612837	0.579896	0.190025	1.87712	0	0.1542	0	0.423418	0.432502	0	0	2.05692	0	0.314615	0.319925
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0.429714	0.894183	0	0	4.32659	0	0	0	0	12.8894	7.40224	0	0	0.768386	0	0	0.188068
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_shahii	0	2.31267	1.96978	2.46757	0	0	0	0	0	0	0	2.62228	0	0	0	0	0	0	0	1.27883	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84619	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerostipes.s__Anaerostipes_caccae	10.5345	17.3981	0	5.21797	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64137	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	15.3061	0.384487	3.20443	0	0	17.2367	0	52.6029	7.05331	0	28.4251	26.3026	57.0718	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.0735	0	0	0	0	0	0	0	0	0	0.685141	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121793	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	3.82838	0	0	0	0	0	0	0	0	7.52599	6.1419
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	1.3411	0	8.21379	0	0	0	0	0	0	2.93838	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	7.20214	19.339	26.9515	0	0	0	0	0	0	4.67483	0	0	0	0	0.160705	0.0744936
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0.533731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_fragilis	7.82109	1.6005	21.6791	54.2191	0	5.4164	11.9483	2.46831	7.70614	0.724971	0	0.347154	0	0	0	0.592678	15.4632	0	0	1.60828	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	14.5185	0	0	0	0	0	0.860553	0.520478	0	0	0	2.9145	0	11.0288	0	12.001	11.2275
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	1.46921	0	0.763151	40.7314	7.29948	0	0	0	2.03926	0	12.311	0	0	0	0	0	40.9501	28.8934
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0.247829	0	0	0	0	0	2.7858	0	2.6261	2.79695
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_uniformis	72.4937	23.8639	21.5202	15.6805	1.05132	60.5973	21.8308	17.6701	23.113	30.8893	5.53726	13.4808	21.3443	22.126	38.8397	15.1692	10.0916	12.7638	69.1511	11.2193	30.1597	16.6281
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	1.83431	4.04761	0	0	0	29.0143	3.4993	12.326	14.3782	0	7.18543	0	9.00572	0	7.10726	0	52.9658	61.8988
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	5.21085	15.5457	0	0	0	0	0	0	0	8.74973	8.42115
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Barnesiella.s__Barnesiella_intestinihominis	0	2.66169	0	0	0	0	0	0	0	0	0	3.51772	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27942	1.25456
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0.299826	0	0	3.32542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	1.4762	0	0	0	0	0	0	0	0.974914	1.38017
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33574	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	1.83707	1.02219	2.15968	0	1.32519	0	0	2.53159	2.05846	1.59387	0	2.71688	0.839362	3.31953	1.72712
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	3.38418	0	0	0	0	1.64214	0	11.9199	0	0	0	0	0	0	3.30105	3.41344	1.34087	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_obeum	0	0	0	0	62.9628	6.06882	28.4603	30.2691	0	20.9183	0	24.4847	13.1224	0	20.4399	16.745	26.5712	0	0	0	17.6262	40.7
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_producta	8.83628	0	0	0	0	0	0	0	18.4967	2.26537	6.41705	3.19372	0	0	2.65918	10.2754	3.35831	0.399246	0	11.7261	0.24199	0.300852
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.20271	32.3129	23.7461	0	1.37632	0	0	11.7595	31.4284	1.79216	0	2.9501	3.92421	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_wexlerae	0	0	0	0	25.4221	0.97444	6.06801	2.75248	0	37.7498	0	14.6596	8.85149	0	25.8531	21.614	12.9893	0	0	0	3.96992	8.17574
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	3.11988	0	11.0472	8.82121	0	1.59858	7.2381	0	2.81772	40.4723	1.55885	0	0	2.05531	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_torques	83.7399	13.5914	29.868	27.1799	113.509	4.2064	9.76628	29.252	78.3296	20.7506	12.0711	14.6657	15.3965	29.9211	18.9302	27.7561	8.81393	33.8121	26.3267	6.3336	36.4503	63.1975
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51828	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	4.00815	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	6.60141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437772	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0.116669	0	0	0	0	0	0	0.735397	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	1.15935	0	0	0	0	0	0	1.77482	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85403	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	8.56223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	4.83152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_CAG_138	0	0	0	0	0	0	0	0	0	0	0	1.14715	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_CAG_169	0	0	0	0	0	0	0	0	0	0	0	0.719373	0	0	0	0	0	0	0	3.47437	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	0	0	13.7243	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	0	0	0	0	2.04477	0	0	1.4056	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	46.9598	11.8679	10.5426	31.7586	0	0	0	0	4.20803	0	47.4698	51.0501	0	0	0	0	4.88716	11.9168
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	3.31764	2.2964	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	2.23779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	1.76694	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	5.44552	0	0.334077	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	0	0	1.5185	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eggerthella.s__Eggerthella_lenta	1.79441	0.870775	0	25.6317	0	4.17388	0	1.76412	2.25091	3.1565	11.8945	2.36118	0	34.3076	5.03915	7.13238	5.0966	48.0805	4.82384	15.7404	0.872085	1.24925
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eggerthella.s__Eggerthella_sp_CAG_298	0	0	0	0	0	0	0	0	0	4.55093	0	3.45361	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eisenbergiella.s__Eisenbergiella_massiliensis	6.84811	0	0	0	0	0	0	0	0	0	0	0.779205	0	0	0	0	0.676904	0.520927	0.708864	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	2.27005	0	0	0	0	0	0.890908	0	0	0	0.756791	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0.440039	0	0.616294	0	3.54887	12.9706	0	0	0	0.764084	2.70638	0	0	1.04536	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	5.76657	1.62575	0	2.51184	0	0	1.79872	3.83375	10.3666	0	1.68798	9.25427	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	93.69	0.593902	0	0	0	0	0	7.83827	0	0.674366	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	0	0	140.569	0	7.7647	0	113.885	0.524125	0	3.79011	0	0	0	0	0.966738	14.4311	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_callanderi	3.53618	6.08171	0	4.29477	0	0	0	5.01957	1.59674	0	0	0	0	0	0.995994	0	0	1.30119	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	5.22797	6.06773	0	0	0	0	0	0	0	10.8171	5.98257
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	14.5555	1.86226	3.55634	0	0	11.2802	0	7.84954	2.61674	0	10.9258	5.77567	7.38692	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0	0	0	0	0	0	0	0	0	0.313992	0	0	0	0	0	0	0	4.01866	2.52278
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	48.3791	51.6961	0	0	0	0	0	0	0	116.291	107.917
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Faecalicatena.s__Faecalicatena_contorta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448738	0	0	0	0.0543597
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	0	0	0	0	1.86512	0	0	0	0	0	0	3.83397	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_145	0	2.2395	0	6.38852	0	6.40121	0	1.72542	0	0	0	0	0	7.80222	0	0	0	0	0	0	4.52885	4.57026
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_176	0	0	0	0	0	0	0	0	0	0	0	9.87109	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	0	0	0	0	0	0	0.430445	0	8.86305	0	0	1.53325	1.07958	0	0	0	0	0	0	0	0	1.63681
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0	0	0	0	0	0	0	0	0	0	4.69459	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Flavonifractor.s__Flavonifractor_plautii	5.05347	1.74872	0	0	0	0.40697	0	1.28437	2.74321	4.61122	0	1.32188	0.201712	1.17544	0	15.9107	1.07705	1.99815	2.66069	0	2.16576	1.86638
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	10.2559	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0.911402	0	0.271808	0	0	0	0	0	0	0	0.519276	0	0	0	0	0	0.301035	0	0.207842
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Hungatella.s__Hungatella_effluvii	0	0	0	0	0	0	0	0.080573	0	0.724566	0	0.198794	0	0	0	0.237261	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Hungatella.s__Hungatella_hathewayi	0.591911	0	0	2.14221	1.56661	2.09832	0	17.6999	8.32364	2.0478	18.2919	1.37917	0.380038	6.34051	2.4279	3.55072	9.77162	3.54231	0	6.7738	0	0.194168
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0.357891	0	0	0	0	0	0	0.431984	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	1.05145	0	0	0	0	0.751093	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_aldenense	0.887701	0	0	0	0	0	0	0.174602	0.472472	0	0	0	0	0	0	0	0	0.785054	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_clostridioforme	15.0378	0	0	0	0	0	0	0.132381	10.037	4.69097	0	0.296928	0	0	1.84345	0	0	1.3727	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0	0	0.243427	0.903174	0	0	0	0	0	0	0.771547	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_scindens	9.31055	3.53109	0	7.17232	0	7.38448	0.712883	3.00477	9.92885	0	0	0	0.37378	7.58541	2.63454	2.15809	0	4.62766	14.3733	0	1.29332	0.565646
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_symbiosum	0.758988	0	0	0	0	0.615634	0	0	0	0	0	0	0	0	0.286088	0	0	0.311575	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	0	0	0	0	0	0	0	0	0	4.3986	0	0	0.308306	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	119.224	1.98788	4.28957	0	0	29.9298	0	14.6073	9.13398	0	25.8507	7.01529	1.29434	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_OF09_33XD	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79553	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus	1.23615	0	0	0	0	0	0	0.864973	0	0	0	1.17246	0.918473	0	1.89431	3.56564	1.26306	0	0.610355	0.389825	1.29785	1.79778
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	0	0	0	0	3.02277	0	0	0	0	0	0	18.2718	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Megasphaera.s__Megasphaera_sp_MJR8396C	0	0	0	0	5.45019	0.38522	0	0	0	0	0	0	0	0	0	13.1018	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	30.5626	4.1874	33.5241	0	24.1086	0	0	0	0	0	9.34805	0	0	0	0	16.6096	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0.925847	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Odoribacter.s__Odoribacter_laneus	0	0	0.42264	3.57229	5.28013	43.4988	0	0	0	0	0	0.675348	0	0	0	0	0.412706	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24315	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis	16.7074	4.20748	1.0621	21.5655	0	7.17896	0	0	0	0	3.6322	23.3357	0.926682	30.3948	0	0	14.6568	23.9829	8.00325	2.26878	8.79414	7.23328
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42461	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	8.94433	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0	0	0	1.6084	2.31747	0	2.69173	0	2.69571	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Pyramidobacter.s__Pyramidobacter_piscolens	0	0	0	0	0	1.43437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_faecis	0	0	0	0	4.64417	0	0	0	0	0	0	0	16.1767	0	0	0	0	0	0	0	21.9524	7.17161
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0.995046	0	2.34197	0	0	0	0	1.36596	0	0	0	1.16736	0	0	0	0.727141	0.858757
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0.151939	0	0	0	0	0	0	0	0	0.278194	0.609142	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	2.87732	0	0.36846	0	0	4.29845	0	0	1.32107	0	2.22133	0	0.480962	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	8.41925	28.1325	0	0	3.8379	0.456153	0	19.4169	6.73998	21.4212	0	4.53079	0.265348	0	47.0097	54.2723	5.00239	0.640593	0.852383	6.38039	3.14092	3.89073
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	5.90719	0.699186	6.57884	8.37859	0	11.7057	0	0	0	0	0	5.52142	19.9783	0	0	0	5.14125	2.71773	7.35785	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5	0	0	0	0	0	1.12846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	31.6351	12.6612	0	0	0	0	0	0	0	31.4671	42.8241
